Unnamed: 0,Last modified: 2009-04-30,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,Version: 5.20090506,,,,
CCE ID,CCE Description,CCE Parameters,CCE Technical Mechanisms,,Internal Revenue Service Basic UNIX Security Requirements (IRS BUSR) http://www.irs.gov/irm/part10/ch03s08.html
CCE-5847-9,/export/home should be configured on an appropriate filesystem logical volume,logical volume,via fstab,,10.8.10.4.2.1 (5)
CCE-5424-7,/var should be configured on an appropriate filesystem logical volume,logical volume,via fstab,,10.8.10.4.2.1 (5)
CCE-5710-9,/opt should be configured on an appropriate filesystem logical volume,logical volume,via fstab,,10.8.10.4.2.1 (5)
CCE-5662-2,The shell for the root account should be located on the appropriate filesystem,filesystem,via /etc/passwd ,,10.8.10.4.2.1 (6)
CCE-5317-3,Core dump size limits should be set appropriately,Size (0 to disable core dumps),"via /etc/security/limits
via ulimit",,10.8.10.4.4 (3)
CCE-5384-3,The read-only SNMP community string should be set appropriately.,string,via /etc/snmp.conf,,10.8.10.5.1 (1) c)
CCE-5723-2,The read/write SNMP community string should be set appropriately.,string,via /etc/snmp.conf,,10.8.10.5.1 (1) c)
CCE-5634-1,Password policy should ban or allow usernames or UIDs in passwords as appropriate,ban/allow,via /etc/security/user,,10.8.10.5.1 (2) a)
CCE-5352-0,Password policy should ban or allow words found in a dictionary as appropriate.,ban/allow,via /etc/security/user,,10.8.10.5.1 (2) a)
CCE-5848-7,Password policy should enforce the correct amount of special characters,number of special characters,via /etc/security/user,,10.8.10.5.1 (2) a)
CCE-5443-7,Password policy should enforce or not enforce the requirement to have mixed case passwords as appropriate.,enforce/not enforce,via /etc/security/user,,10.8.10.5.1 (2) a)
CCE-5664-8,The minimum password age should be set as appropriate,number of days,via /etc/security/user,,10.8.10.5.1 (2) b)
CCE-5804-0,The minimum required password length should be set as appropriate,number of characters,via /etc/security/user,,10.8.10.5.1 (2) c)
CCE-4858-7,Password history should be saved for an appropriate number of password changes,number of password changes,via /etc/security/user,,10.8.10.5.1 (2) d)
CCE-5775-2,The number of consecutive failed login attempts required to trigger a lockout should be set as appropriate,number of consecutive failed login attempts,via /etc/security/user,,10.8.10.5.1 (2) e)
CCE-5761-2,Login access to accounts without passwords should be enabled or disabled as appropriate,enabled/disabled,"via passwd
via /etc/shadow",,10.8.10.5.1 (2) f)
CCE-5841-2,New users should be required or not required to change their password on first login as appropriate,required/not required,via /etc/security/passwd,,10.8.10.5.1 (2) g)
CCE-5858-6,Access to single-user mode (maintainence mode) should require the root password or not as appropriate,required/not required,,,10.8.10.5.1 (3)
CCE-5078-1,The delay between failed logins should be set as appropriate,number of seconds,via /etc/security/user,,10.8.10.5.1 (5)
CCE-5715-8,All files should be owned by an existing account or not as appropriate.,existing account required / existing account not required,via chown,,10.8.10.5.2 (3)
CCE-5684-6,All files should be owned by an existing group or not as appropriate.,existing group required / existing group not required,"via chgrp
via chown",,10.8.10.5.2 (3)
CCE-5244-9,The console login banner should be set appropriately.,banner text or null,"via /etc/security/login.cfg
via /etc/motd",,10.8.10.5.2 (5) a)
CCE-5402-3,The SSH login banner should be set appropriately.,banner text or null,via sshd.conf,,10.8.10.5.2 (5) b)
CCE-5622-6,The telnet login banner should be set appropriately.,banner text or null,,,10.8.10.5.2 (5) c)
CCE-5843-8,The ftp login banner should be set appropriately.,banner text or null,,,10.8.10.5.2 (5) d)
CCE-5842-0,The graphical login banner should be set appropriately.,banner text or null,,,10.8.10.5.2 (5) e)
CCE-5560-8,Accounts other than root should be allowed to have the UID 0 or not as appropriate,allowed/not allowed,"via passwd
via /etc/passwd",,10.8.10.5.2.1 (2) a)
CCE-4873-6,Accounts other than root and locked system accounts should be allowed to have a GID of 0 or not as appropriate,allowed/not allowed,"via passwd
via /etc/passwd",,10.8.10.5.2.1 (2) b)
CCE-5187-0,Each account should be assigned a unique UID or not as appropriate,unique/not unique,via /etc/passwd,,10.8.10.5.2.4 (3)
CCE-5765-3,The ftp account should exist or not as appropriate,exist/not exist,via /etc/passwd,,10.8.10.5.2.4 (9)
CCE-4884-3,Login accounts should include an appropriate GECOS identifier or no GECOS identifier,"GECOS value, null",via /etc/passwd,,10.8.10.5.2.4.1 (1)
CCE-5381-9,The screen lock should activate after an appropriate period of inactivity,number of minutes,"via Xscreensaver
via dtsession",,10.8.10.5.2.5 (1)
CCE-5645-7,File permissions should be set appropriately for all shell executables.,permissions,via chmod,,10.8.10.5.2.6 (1)
CCE-5597-0,Remote (serial) consoles should be enabled or disabled as appropriate.,enabled/disabled,via BIOS,,10.8.10.5.2.6 (3)
CCE-5676-2,Root logins should be restricted to the console or not as appropriate.,restricted/not restricted,/etc/default/login,,10.8.10.5.2.6 (4)
CCE-5733-1,.netrc files should exist or not as appropriate for all users.,exist/not exist,filesystem,,10.8.10.5.2.6 (6)
CCE-5702-6,.rhosts files should exist or not as appropriate for all users.,exist/not exist,filesystem,,10.8.10.5.2.6 (6)
CCE-5076-5,.shosts files should exist or not as appropriate for all users.,exist/not exist,filesystem,,10.8.10.5.2.6 (6)
CCE-5442-9,The /etc/hosts.equiv file should exist or not as appropriate.,exist/not exist,filesystem,,10.8.10.5.2.6 (6)
CCE-5640-8,The use of NIS special characters  (+ or -) in the first field of the /etc/passwd file should be allowed or disallowed as appropriate.,allowed/not allowed,Text editor,,10.8.10.5.2.6 (7)
CCE-4893-4,The use of NIS special characters  (+ or -) in the first field of the /etc/shadow file should be allowed or disallowed as appropriate.,allowed/not allowed,Text editor,,10.8.10.5.2.6 (7)
CCE-5024-5,The use of NIS special characters  (+ or -) in the first field of the /etc/group file should be allowed or disallowed as appropriate.,allowed/not allowed,Text editor,,10.8.10.5.2.6 (10)
CCE-5742-2,The /etc/shells file should exist or not as appropriate,exist/not exist,Text editor,,10.8.10.5.2.6 (11)
CCE-5777-8,Shells referenced in /etc/passwd should be included in /etc/shells or not as appropriate,included/not included,/etc/shells,,10.8.10.5.2.6 (12)
CCE-5605-1,Groups referenced in /etc/passwd should be included in /etc/group or not as appropriate.,included/not included,/etc/group,,10.8.10.5.2.6 (15)
CCE-5750-5,The home directory for the root account should be set appropriately.,path,/etc/passwd,,10.8.10.5.2.6 (16)
CCE-5199-5,The home directory for each user account should be set appropriately.,path,/etc/passwd,,10.8.10.5.2.6 (17)
CCE-5310-8,Home directories referenced in /etc/passwd should exist or not as appropriate,exist/not exist,filesystem,,10.8.10.5.2.6 (18)
CCE-5327-2,All device files should be located inside an appropriate directory,path,filesystem,,10.8.10.5.2.6 (24)
CCE-4900-7,The ntpd service should be enabled or disabled as appropriate.,enabled/disabled,via RC scripts,,10.8.10.5.3 (3)
CCE-5675-4,The Network Time Protocol (ntp) synchronization server should be set appropriately.,timeserver,ntpd.conf,,
CCE-5147-4,All logon attempts should be logged or not logged as appropriate,logged/not logged,Audit subsystem,,10.8.10.5.3 (4)
CCE-5724-0,All su (switch user) activity should be logged or not as appropriate,logged/not logged,Audit subsystem,,10.8.10.5.3 (5)
CCE-5614-3,Filesystem logging/journaling should be performed or not as appropriate,performed/not performed,Audit subsystem,,10.8.10.5.3 (6)
CCE-5834-7,Automount should be enabled or disabled as appropriate,enabled/disabled,,,10.8.10.5.4.1 (12)
CCE-5745-5,Source-routed packets should be accepted or rejected as appropriate.,accepted/rejected,,,10.8.10.5.4.1 (2) a)
CCE-5587-1,Response to ICMP timestamp requests should be enabled or disabled as appropriate,enabled/disabled,,,10.8.10.5.4.1 (2) c)
CCE-5525-1,Response to ICMP timestamp broadcast requests should be enabled or disabled as appropriate,enabled/disabled,,,10.8.10.5.4.1 (2) d)
CCE-4930-4,Response to ICMP echo (ping) requests should be enabled or disabled as appropriate,enabled/disabled,,,10.8.10.5.4.1 (2) e)
CCE-4901-5,Executable stack should be enabled or disabled as appropriate,enabled/disabled,,,10.8.10.5.4.1 (3)
CCE-5017-9,The default gateway should be set appropriately.,IP address/disabled,via /etc/default/route.conf,,10.8.10.5.4.1 (4)
CCE-5347-0,The inetd service should be enabled or disabled as appropriate.,enabled/disabled,via RC scripts,,10.8.10.5.4.1 (5)
CCE-5193-8,echo service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #1
CCE-5725-7,netstat service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #2
CCE-5801-6,rcp service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #3
CCE-5506-1,chargen service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #4
CCE-5791-9,finger service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #5
CCE-5743-0,tftpd service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #6
CCE-5773-7,walld service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #7
CCE-5461-9,rstatd service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #8
CCE-4905-6,sprayd service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #9
CCE-5463-5,rusersd service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #10
CCE-5542-6,rlogin service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #11
CCE-5431-2,rsh service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #12
CCE-5780-2,ftp service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #13
CCE-5872-7,telnet service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #14
CCE-4909-8,DEPRECATED.,,,,
CCE-5343-9,inn service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #16
CCE-5611-9,uucp service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #17
CCE-5598-8,rexec service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #18
CCE-5550-9,inetd logging should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #19
CCE-4911-4,font-service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #20
CCE-4926-2,imap2 service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #21
CCE-4913-0,pop3 service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #22
CCE-5681-2,ident service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #23
CCE-5368-6,rexd service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #24
CCE-5549-1,daytime service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #26
CCE-5144-1,dtspc (cde-spc) service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #27
CCE-5223-3,rquotad service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #28
CCE-5738-0,cmsd service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #29
CCE-5456-9,tooltalk service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #30
CCE-4918-9,xdmcp service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #31
CCE-5798-4,discard service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #32
CCE-4923-9,DEPRECATED.,,,,
CCE-5917-0,vino-server service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #34
CCE-4934-6,The bind service should be enabled or disabled as appropriate.,enabled/disabled,via RC scripts,,10.8.10.5.4.1.1 (2)
CCE-5535-0,The version string reported by the bind service should be configured appropriately.,string,via /etc/named.conf,,10.8.10.5.4.1.1 (5)
CCE-5117-7,SSH Protocol v1 should be enabled or disabled as appropriate,enabled/disabled,/etc/ssh/ssh_config,,10.8.10.5.4.1.2 (2)
CCE-5690-3,TCP_WRAPPERS should be enabled or disabled as appropriate,enabled/disabled,via inetd.conf,,10.8.10.5.4.1.3 (1)
CCE-5852-9,SNMP version 1 should be enabled or disabled as appropriate,enabled/disabled,,,10.8.10.5.4.1.4 (1)
CCE-5068-2,The nfsd service should be enabled or disabled as appropriate,enabled/disabled,via RC scripts,,10.8.10.5.4.1.5 (1)
CCE-5569-9,The mountd service should be enabled or disabled as appropriate,enabled/disabled,via RC scripts,,10.8.10.5.4.1.5 (1)
CCE-5806-5,The statd service should be enabled or disabled as appropriate,enabled/disabled,via RC scripts,,10.8.10.5.4.1.5 (1)
CCE-5882-6,The lockd service should be enabled or disabled as appropriate,enabled/disabled,via RC scripts,,10.8.10.5.4.1.5 (1)
CCE-5414-8,NFS should be configured to respond or not as appropriate to client requests that do not include a user id .,respond/not respond,,,10.8.10.5.4.1.5 (1) a)
CCE-5348-8,NFS should be configured to respond or not as appropriate to client requests that do not originate from a privileged port.,respond/not respond,,,10.8.10.5.4.1.5 (1) a)
CCE-5511-1,NFS server support for the AUTH_NONE authentication mechanism should be enabled or disabled as appropriate.,enabled/disabled,,,10.8.10.5.4.1.5 (1) f)
CCE-5480-9,NFS server support for the AUTH_UNIX authentication mechanism should be enabled or disabled as appropriate.,enabled/disabled,,,10.8.10.5.4.1.5 (1) f)
CCE-4957-7,NFS server support for the AUTH_DES authentication mechanism should be enabled or disabled as appropriate.,enabled/disabled,,,10.8.10.5.4.1.5 (1) f)
CCE-4958-5,NFS server support for the AUTH_KERB authentication mechanism should be enabled or disabled as appropriate.,enabled/disabled,,,10.8.10.5.4.1.5 (1) f)
CCE-5922-0,The read-only (ro) option should be enabled or disabled as appropriate for all NFS exports.,enabled/disabled,via /etc/exports,,10.8.10.5.4.1.5 (1) g)
CCE-5790-1,The nosuid option should be enabled or disabled for all NFS mounts as appropriate,enabled/disabled,via /etc/fstab,,10.8.10.5.4.1.5 (1) i)
CCE-5189-6,The nosgid option should be enabled or disabled for all NFS mounts as appropriate,enabled/disabled,via /etc/fstab,,10.8.10.5.4.1.5 (1) i)
CCE-5876-8,Sendmail should be enabled or disabled as appropriate,enabled/disabled,via RC scripts,,10.8.10.5.4.2.2 (1)
CCE-4959-3,The sendmail banner should be set appropriately.,string,via /etc/mail/sendmail.cf,,10.8.10.5.4.2.2 (3)
CCE-5115-1,The decode sendmail alias should be enabled or disabled as appropriate.,enabled/disabled,"via /etc/aliases
via /usr/lib/aliases",,10.8.10.5.4.2.2 (4) c)
CCE-5445-2,.forward files should be allowed or disallowed as appropriate for all users,allow/disallow,via rm,,10.8.10.5.4.2.2 (4) e)
CCE-4960-1,Programs executed through the aliases file should be owned by an appropriate user,user,via chown,,10.8.10.5.4.2.2 (4) f)
CCE-5802-4,Programs executed through the aliases file should reside a directory with an appropriate user owner,user,via chown,,10.8.10.5.4.2.2 (4) f)
CCE-5212-6,Sendmail vrfy command should be allowed or not as appropriate,allow/disallow,via /etc/mail/sendmail.cf,,10.8.10.5.4.2.2 (4) g)
CCE-5291-0,Sendmail expn command should be allowed or not as appropriate,allow/disallow,via /etc/mail/sendmail.cf,,10.8.10.5.4.2.2 (4) h)
CCE-5741-4,Sendmail should be configured with an appropriate logging level,logging level,via /etc/mail/sendmail.cf,,10.8.10.5.4.2.2 (4) i)
CCE-4967-6,The sendmail help command should be allowed or not as appropriate,allow/disallow,via /etc/mail/sendmail.cf,,10.8.10.5.4.2.2 (4) k)
CCE-5783-6,NIS should be enabled or disabled as appropriate,enabled/disabled,via RC scripts,,10.8.10.5.4.2.3 (1)
CCE-4975-9,NIS+ server should operate at an appropriate security level,security level,"via NIS+
via RC scripts",,10.8.10.5.4.2.3 (1) b)
CCE-5138-3,X-Windows should be enabled or disabled as appropriate,enabled/disabled,"via Xwindows
via /etc/inittab vi RC scripts",,10.8.10.5.4.2.4 (1)
CCE-5711-7,Authorized X-clients should be listed or not in the X*.hosts file as appropriate,listed/not listed,via /etc/X*.hosts,,10.8.10.5.4.2.4 (2) b)
CCE-4984-1,X-Windows should write .Xauthority files to users' home directories or not as appropriate,write/not write,"via xdm
via gdm
via kdm",,10.8.10.5.4.2.4 (2) d)
CCE-5975-8,X11 forwarding via SSH should be enabled or disabled as appropriate.,enabled/disabled,via sshd_config,,10.8.10.5.4.2.4 (2) f)
CCE-5931-1,Samba should be enabled or disabled as appropriate,enabled/disabled,"via smbd
via RC scripts",,10.8.10.5.4.2.6 (1)
CCE-4994-0,Samba 'hosts allow' option should be configured with an appropriate set of networks,list of networks,"via smbd
via smb.conf",,10.8.10.5.4.2.6 (3) a)
CCE-5923-8,Samba 'security option' option should be set as appropriate,,"via smbd
via smb.conf",,10.8.10.5.4.2.6 (3) b)
CCE-5939-4,Samba 'encrypt' passwords option should be set as appropriate,yes/no,"via smbd
via smb.conf",,10.8.10.5.4.2.6 (3) c)
CCE-5891-7,Samba 'smb passwd file' option should be set to an appropriate password file or no password file,file/nothing,"via smbd
via smb.conf",,10.8.10.5.4.2.6 (3) d)
CCE-5234-0,IPv6 should be enabled or disabled as appropriate,enabled/disabled,via SMIT,,10.8.10.5.4.3 (1)
CCE-5767-9,"The ""at"" utility directory permissions should be set as appropriate",permissions,via chmod,,10.8.10-1 A.1 1) #1
CCE-5846-1,at.allow file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #2
CCE-5991-5,at.deny file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #2
CCE-5705-9,Cron directory permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #5
CCE-5678-8,Crontab directory permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #5
CCE-5942-8,Cron log file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #6
CCE-5770-3,cron.allow file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #7
CCE-5280-3,cron.deny file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #7
CCE-5896-6,Crontab file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #8
CCE-5474-2,/dev/kmem file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #9
CCE-5363-7,/dev/mem file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #10
CCE-5566-5,/dev/null file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #11
CCE-5851-1,resolv.conf file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #13
CCE-5821-4,/etc/named.conf file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #14
CCE-5755-4,File permissions should be set appropriately for all user home directories.,permissions,via chmod,,10.8.10-1 A.1 1) #21
CCE-5807-3,/etc/exports file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #23
CCE-5759-6,/usr/bin/at file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #25
CCE-5979-0,/usr/bin/rdist file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #26
CCE-5228-2,/usr/sbin/sync file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #27
CCE-5951-9,Superuser account home directories' permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #29
CCE-5981-6,/etc/samba/smb.conf file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #31
CCE-5668-9,smbpassword executable permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #32
CCE-5010-4,Aliases file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #34
CCE-5666-3,File permissions should be set as appropriate for the log file configured to capture critical sendmail messages.,permissions,via chmod,,10.8.10-1 A.1 1) #35
CCE-5012-0,All files executed through /etc/aliases file entries should have file permissions set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #36
CCE-5796-8,/bin/csh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #37
CCE-5747-1,/bin/jsh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #38
CCE-5849-5,/bin/ksh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #39
CCE-5893-3,The /bin/rsh file should exist or not as appropriate,exist/not exist,via filesystem,,10.8.10-1 A.1 1) #40
CCE-5734-9,/bin/sh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #41
CCE-5862-8,/bin/bash file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #42
CCE-5954-3,/sbin/csh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #43
CCE-5027-8,/sbin/jsh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #44
CCE-5206-8,/sbin/ksh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #45
